Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,
U Kaul,2008-2008,1,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Kuldeep Yadav,2018-2025,4,2,1,0,0*,0.00,2,0.00,0,0,1,0,0,
"(Delhi Capitals, Kolkata Knight Riders)",,,,,,,,,,,,,,,
B Laughlin,2013-2013,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
Mohammed Siraj,2019-2024,5,2,2,0,0*,-,2,0.00,0,0,0,0,0,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
Mohsin Khan,2023-2024,2,1,0,0,0,0.00,7,0.00,0,0,1,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
A Mukund,2008-2008,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
DJ Muthuswami,2015-2015,1,1,1,0,0*,-,0,-,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
S Nadeem,2011-2021,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
"(Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DG Nalkande,2023-2023,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
DP Nannes,2010-2013,5,1,1,0,0*,-,0,-,0,0,0,0,0,
"(Chennai Super Kings, Delhi Daredevils)",,,,,,,,,,,,,,,
T Natarajan,2021-2024,5,1,1,0,0*,-,0,-,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
M Ntini,2008-2008,4,1,1,0,0*,-,6,0.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
M Prasidh Krishna,2019-2021,4,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
R Rampaul,2013-2013,1,1,0,0,0,0.00,4,0.00,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
HR Shokeen,2023-2023,1,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
VRV Singh,2008-2008,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
S Sreesanth,2008-2011,2,1,1,0,0*,-,0,-,0,0,0,0,0,
"(Kings XI Punjab, Kochi Tuskers Kerala)",,,,,,,,,,,,,,,
J Theron,2010-2010,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
P Amarnath,2008-2008,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
S Ladda,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Akash Singh,2023-2023,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
Anirudh Singh,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
S Aravind,2011-2011,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Avesh Khan,2021-2024,5,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Capitals, Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
SB Bangar,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
JP Behrendorff,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
BA Bhatt,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
N Burger,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Chandila,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
PD Collingwood,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
KK Cooper,2012-2013,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
MJ Dagar,2023-2024,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
M de Lange,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
ND Doshi,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
NT Ellis,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
RJ Gleeson,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
R Goyal,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
RS Hangargekar,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
Harmeet Singh,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
Harpreet Brar,2023-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Punjab Kings),,,,,,,,,,,,,,,
Harshit Rana,2023-2025,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
JR Hazlewood,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
MJ Henry,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
BW Hilfenhaus,2012-2012,4,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
Jaskaran Singh,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
AS Joseph,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
S Randiv,2011-2011,5,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
CK Kapugedera,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
SC Kuggeleijn,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
DS Kulkarni,2008-2019,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
B Lee,2012-2012,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
MJ McClenaghan,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
GD McGrath,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
SSB Magala,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
VY Mahesh,2008-2012,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Delhi Daredevils)",,,,,,,,,,,,,,,
A Madhwal,2023-2023,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
M Markande,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
AF Milne,2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Mohammad Asif,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
M Morkel,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
Mukesh Choudhary,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
Mukesh Kumar,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Capitals),,,,,,,,,,,,,,,
Mustafizur Rahman,2024-2024,6,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
S Narwal,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
R Ninan,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
PP Ojha,2008-2013,5,-,-,-,-,-,-,-,-,-,-,-,-,
"(Deccan Chargers, Mumbai Indians)",,,,,,,,,,,,,,,
IC Pandey,2015-2015,5,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
Pankaj Singh,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
MM Patel,2008-2013,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
M Pathirana,2023-2025,13,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
V Pratap Singh,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
V Puthur,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
K Rabada,2021-2024,4,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Capitals, Punjab Kings)",,,,,,,,,,,,,,,
R Sai Kishore,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Gujarat Titans),,,,,,,,,,,,,,,
D Salunkhe,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
PJ Sangwan,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
KR Sen,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Shoaib Malik,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
R Shukla,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Simarjeet Singh,2024-2024,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
RP Singh,2008-2013,4,-,-,-,-,-,-,-,-,-,-,-,-,
"(Deccan Chargers, Kochi Tuskers Kerala, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
A Singh,2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
Sohail Tanvir,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
TG Southee,2011-2011,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
SJ Srivastava,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
DW Steyn,2008-2013,4,-,-,-,-,-,-,-,-,-,-,-,-,
"(Deccan Chargers, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Suyash Sharma,2023-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Kolkata Knight Riders, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
SW Tait,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
SN Thakur,2018-2024,9,-,-,-,-,-,-,-,-,-,-,-,-,
"(Chennai Super Kings, Kolkata Knight Riders)",,,,,,,,,,,,,,,
Yash Thakur,2023-2024,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Lucknow Super Giants),,,,,,,,,,,,,,,
M Theekshana,2023-2024,10,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
T Thushara,2010-2010,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Chennai Super Kings),,,,,,,,,,,,,,,
SK Trivedi,2011-2013,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
AJ Tye,2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
Umran Malik,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
WPUJC Vaas,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
DP Vijaykumar,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
SB Wagh,2010-2010,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
SK Warne,2008-2011,3,-,-,-,-,-,-,-,-,-,-,-,-,
(Rajasthan Royals),,,,,,,,,,,,,,,
AS Yadav,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Deccan Chargers),,,,,,,,,,,,,,,
Yash Dayal,2024-2025,2,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
VS Yeligati,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Zeeshan Ansari,2025-2025,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
