Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Unnamed: 15
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
KC Cariappa,2015-2019,11.0,5,2,24,12*,8.00,21,114.28,0,0,0,0,2,
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
ER Dwivedi,2016-2016,4.0,2,0,24,19,12.00,14,171.42,0,0,0,2,2,
(Gujarat Lions),,,,,,,,,,,,,,,
MA Khote,2008-2008,4.0,3,1,24,9,12.00,22,109.09,0,0,0,2,1,
(Mumbai Indians),,,,,,,,,,,,,,,
TK Kotian,2024-2024,1.0,1,0,24,24,24.00,31,77.41,0,0,0,3,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AJ Turner,2019-2024,6.0,6,1,24,16,4.80,28,85.71,0,0,3,0,2,
"(Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
J Arunkumar,2008-2008,3.0,3,0,23,22,7.66,23,100.00,0,0,1,5,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
P Dubey,2020-2023,4.0,2,1,23,16,23.00,33,69.69,0,0,0,2,0,
(Delhi Capitals),,,,,,,,,,,,,,,
BMAJ Mendis,2013-2013,3.0,3,0,23,12,7.66,27,85.18,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
AF Milne,2016-2022,10.0,6,2,23,15,5.75,29,79.31,0,0,1,0,1,
"(Chennai Super Kings, Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
SW Tait,2010-2013,21.0,5,2,23,11,7.66,26,88.46,0,0,1,1,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
Umran Malik,2021-2024,26.0,6,4,23,19*,11.50,16,143.75,0,0,2,1,2,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
SA Abbott,2015-2022,3.0,3,0,22,14,7.33,18,122.22,0,0,0,1,2,
"(Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
GB Hogg,2012-2016,21.0,6,3,22,13,7.33,22,100.00,0,0,0,1,0,
"(Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
KL Nagarkoti,2020-2022,12.0,7,3,22,8*,5.50,33,66.66,0,0,2,1,0,
"(Delhi Capitals, Kolkata Knight Riders)",,,,,,,,,,,,,,,
AU Rashid,2021-2023,3.0,2,0,22,18,11.00,16,137.50,0,0,0,2,1,
"(Punjab Kings, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
HE van der Dussen,2022-2022,3.0,3,1,22,12*,11.00,24,91.66,0,0,0,2,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Yudhvir Singh,2023-2025,7.0,4,0,22,14,5.50,16,137.50,0,0,1,1,2,
"(Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
DE Bollinger,2010-2012,27.0,4,3,21,16*,21.00,23,91.30,0,0,0,1,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
B Indrajith,2022-2022,3.0,3,0,21,15,7.00,30,70.00,0,0,1,2,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
C Bosch,2025-2025,1.0,1,0,20,20,20.00,10,200.00,0,0,0,2,1,
(Mumbai Indians),,,,,,,,,,,,,,,
S Kaul,2013-2022,55.0,12,8,20,7*,5.00,36,55.55,0,0,2,1,0,
"(Delhi Daredevils, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
NJ Maddinson,2014-2015,3.0,3,0,20,12,6.66,21,95.23,0,0,0,4,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
M Muralidaran,2008-2014,66.0,9,3,20,6,3.33,30,66.66,0,0,2,1,0,
"(Chennai Super Kings, Kochi Tuskers Kerala, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
RR Raje,2008-2009,10.0,5,4,20,11*,20.00,18,111.11,0,0,0,1,1,
(Mumbai Indians),,,,,,,,,,,,,,,
C Sakariya,2021-2025,20.0,8,2,20,7,3.33,31,64.51,0,0,1,3,0,
"(Delhi Capitals, Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
AC Thomas,2011-2012,14.0,4,2,20,12,10.00,19,105.26,0,0,0,1,1,
(Pune Warriors),,,,,,,,,,,,,,,
Akash Deep,2022-2025,12.0,4,1,19,17,6.33,13,146.15,0,0,2,2,1,
"(Lucknow Super Giants, Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
Ravi Bishnoi,2009-2009,3.0,3,0,19,18,6.33,17,111.76,0,0,1,1,2,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
NT Ellis,2021-2025,17.0,5,1,19,12,4.75,25,76.00,0,0,2,0,1,
"(Chennai Super Kings, Punjab Kings)",,,,,,,,,,,,,,,
Y Gnaneswara Rao,2011-2011,2.0,1,0,19,19,19.00,17,111.76,0,0,0,3,0,
(Kochi Tuskers Kerala),,,,,,,,,,,,,,,
Gulbadin Naib,2024-2024,2.0,1,0,19,19,19.00,15,126.66,0,0,0,1,1,
(Delhi Capitals),,,,,,,,,,,,,,,
JR Hazlewood,2020-2025,37.0,7,7,19,7*,-,29,65.51,0,0,0,1,0,
"(Chennai Super Kings, Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
DR Martyn,2010-2010,1.0,1,0,19,19,19.00,24,79.16,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Mukund,2008-2013,3.0,2,0,19,19,9.50,22,86.36,0,0,1,1,0,
"(Chennai Super Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
P Ray Barman,2019-2019,1.0,1,0,19,19,19.00,24,79.16,0,0,0,2,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
P Sahu,2016-2016,5.0,2,1,19,18*,19.00,13,146.15,0,0,0,1,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
R Shukla,2012-2014,7.0,4,3,19,14,19.00,23,82.60,0,0,0,2,0,
"(Delhi Daredevils, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
T Banton,2020-2020,2.0,2,0,18,10,9.00,20,90.00,0,0,0,1,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
SD Chauhan,2024-2024,3.0,3,0,18,9,6.00,15,120.00,0,0,1,1,1,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
BJ Haddin,2011-2011,1.0,1,0,18,18,18.00,11,163.63,0,0,0,2,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Harmeet Singh,2009-2013,27.0,6,2,18,14,4.50,12,150.00,0,0,2,3,0,
"(Deccan Chargers, Kings XI Punjab)",,,,,,,,,,,,,,,
DS Lehmann,2008-2008,2.0,2,0,18,17,9.00,18,100.00,0,0,0,3,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Naveen-ul-Haq,2023-2024,18.0,6,5,18,13,18.00,25,72.00,0,0,0,2,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
KMA Paul,2019-2019,8.0,6,1,18,7,3.60,24,75.00,0,0,2,1,1,
(Delhi Capitals),,,,,,,,,,,,,,,
Sumit Kumar,2024-2024,4.0,3,1,18,9*,9.00,24,75.00,0,0,0,2,1,
(Delhi Capitals),,,,,,,,,,,,,,,
PV Tambe,2013-2016,32.0,6,4,18,7*,9.00,39,46.15,0,0,0,1,0,
"(Gujarat Lions, Rajasthan Royals)",,,,,,,,,,,,,,,
JJ van der Wath,2011-2011,3.0,3,1,18,14*,9.00,16,112.50,0,0,1,1,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Parvez Rasool,2013-2016,11.0,5,3,17,10,8.50,20,85.00,0,0,0,1,0,
"(Pune Warriors, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
JA Richardson,2021-2024,4.0,3,0,17,15,5.66,26,65.38,0,0,1,2,0,
"(Delhi Capitals, Punjab Kings)",,,,,,,,,,,,,,,
YV Dhull,2023-2023,4.0,3,0,16,13,5.33,23,69.56,0,0,0,1,0,
(Delhi Capitals),,,,,,,,,,,,,,,
AJ Hosein,2023-2023,1.0,1,1,16,16*,-,10,160.00,0,0,0,1,1,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
CK Kapugedera,2008-2008,5.0,3,0,16,8,5.33,23,69.56,0,0,1,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
Noor Ahmad,2023-2025,33.0,11,4,16,7*,2.28,32,50.00,0,0,2,2,0,
"(Chennai Super Kings, Gujarat Titans)",,,,,,,,,,,,,,,
PP Ojha,2008-2015,92.0,23,11,16,3,1.33,45,35.55,0,0,6,0,0,
"(Deccan Chargers, Mumbai Indians)",,,,,,,,,,,,,,,
KS Sharma,2022-2023,3.0,3,0,16,9,5.33,25,64.00,0,0,0,1,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
SD Lad,2019-2019,1.0,1,0,15,15,15.00,13,115.38,0,0,0,1,1,
(Mumbai Indians),,,,,,,,,,,,,,,
C Madan,2010-2010,1.0,1,0,15,15,15.00,19,78.94,0,0,0,3,0,
(Mumbai Indians),,,,,,,,,,,,,,,
VY Mahesh,2008-2012,17.0,5,3,15,6*,7.50,27,55.55,0,0,0,0,0,
"(Chennai Super Kings, Delhi Daredevils)",,,,,,,,,,,,,,,
GR Napier,2009-2009,1.0,1,0,15,15,15.00,16,93.75,0,0,0,1,0,
(Mumbai Indians),,,,,,,,,,,,,,,
J Overton,2025-2025,3.0,2,2,15,11*,-,7,214.28,0,0,0,1,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
JL Pattinson,2020-2020,10.0,2,1,15,11,15.00,13,115.38,0,0,0,2,0,
(Mumbai Indians),,,,,,,,,,,,,,,
M Theekshana,2022-2025,35.0,5,3,15,7*,7.50,25,60.00,0,0,1,0,1,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
I Udana,2020-2020,10.0,4,1,15,10*,5.00,11,136.36,0,0,1,1,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Virat Singh,2021-2021,3.0,2,0,15,11,7.50,26,57.69,0,0,0,1,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
A Zampa,2016-2025,22.0,5,0,15,7,3.00,24,62.50,0,0,1,1,0,
"(Rajasthan Royals, Rising Pune Supergiant, Rising Pune Supergiants, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
FA Allen,2021-2022,5.0,4,2,14,8,7.00,19,73.68,0,0,0,1,0,
"(Mumbai Indians, Punjab Kings)",,,,,,,,,,,,,,,
F Behardien,2016-2016,3.0,3,1,14,9*,7.00,13,107.69,0,0,1,2,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
G Coetzee,2024-2024,10.0,5,1,14,8,3.50,22,63.63,0,0,1,0,1,
(Mumbai Indians),,,,,,,,,,,,,,,
MDKJ Perera,2013-2013,2.0,2,0,14,14,7.00,13,107.69,0,0,1,3,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
R Sai Kishore,2022-2025,19.0,3,1,14,13,7.00,7,200.00,0,0,0,0,2,
(Gujarat Titans),,,,,,,,,,,,,,,
V Vyshak,2023-2025,12.0,4,2,14,13*,7.00,12,116.66,0,0,2,0,1,
"(Punjab Kings, Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
KJ Abbott,2016-2016,5.0,3,2,13,12*,13.00,8,162.50,0,0,1,0,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
Samuel Badree,2013-2017,12.0,5,0,13,8,2.60,23,56.52,0,0,2,0,0,
"(Chennai Super Kings, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Kartik Tyagi,2020-2024,20.0,7,3,13,7,3.25,16,81.25,0,0,1,1,0,
"(Gujarat Titans, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Mustafizur Rahman,2016-2024,57.0,9,8,13,8*,13.00,23,56.52,0,0,0,0,1,
"(Chennai Super Kings, Delhi Capitals, Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DT Patil,2008-2008,2.0,2,0,13,9,6.50,13,100.00,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
DR Shorey,2018-2019,2.0,2,0,13,8,6.50,17,76.47,0,0,0,0,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
AS Tendulkar,2023-2024,5.0,1,0,13,13,13.00,9,144.44,0,0,0,0,1,
(Mumbai Indians),,,,,,,,,,,,,,,
AR Bawne,2017-2017,1.0,1,1,12,12*,-,12,100.00,0,0,0,1,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
JG Bethell,2025-2025,1.0,1,0,12,12,12.00,6,200.00,0,0,0,1,1,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
DAJ Bracewell,2012-2012,1.0,1,1,12,12*,-,9,133.33,0,0,0,1,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
AA Chavan,2011-2013,13.0,3,1,12,7*,6.00,11,109.09,0,0,0,2,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Karanveer Singh,2014-2015,9.0,4,3,12,5*,12.00,17,70.58,0,0,0,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Mujeeb Ur Rahman,2018-2025,20.0,7,4,12,10*,4.00,15,80.00,0,0,2,2,0,
"(Kings XI Punjab, Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DG Nalkande,2022-2024,6.0,2,0,12,12,6.00,12,100.00,0,0,1,0,1,
(Gujarat Titans),,,,,,,,,,,,,,,
T Thushara,2009-2010,6.0,4,2,12,8,6.00,18,66.66,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
K Upadhyay,2012-2013,3.0,2,2,12,11*,-,9,133.33,0,0,0,0,1,
(Pune Warriors),,,,,,,,,,,,,,,
MA Wood,2018-2023,5.0,3,1,12,10*,6.00,8,150.00,0,0,0,1,1,
"(Chennai Super Kings, Lucknow Super Giants)",,,,,,,,,,,,,,,
XC Bartlett,2025-2025,3.0,1,0,11,11,11.00,15,73.33,0,0,0,1,0,
(Punjab Kings),,,,,,,,,,,,,,,
RA Bawa,2022-2025,3.0,2,0,11,11,5.50,14,78.57,0,0,1,1,0,
"(Mumbai Indians, Punjab Kings)",,,,,,,,,,,,,,,
T Henderson,2009-2009,2.0,2,0,11,11,5.50,16,68.75,0,0,1,0,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
T Kohli,2008-2009,4.0,4,1,11,7,3.66,19,57.89,0,0,0,0,1,
"(Kings XI Punjab, Rajasthan Royals)",,,,,,,,,,,,,,,
M Ntini,2008-2008,9.0,2,1,11,11,11.00,18,61.11,0,0,0,2,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
DNT Zoysa,2008-2008,3.0,2,1,11,10*,11.00,9,122.22,0,0,0,1,0,
(Deccan Chargers),,,,,,,,,,,,,,,
RK Bhui,2018-2024,4.0,4,0,10,7,2.50,26,38.46,0,0,2,0,0,
"(Delhi Capitals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
D du Preez,2009-2009,2.0,1,0,10,10,10.00,13,76.92,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
K Kartikeya,2022-2025,15.0,3,0,10,6,3.33,13,76.92,0,0,0,1,0,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
Mukesh Kumar,2023-2025,30.0,5,4,10,6*,10.00,18,55.55,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
AG Murtaza,2010-2013,12.0,3,2,10,5,10.00,14,71.42,0,0,0,1,0,
"(Mumbai Indians, Pune Warriors)",,,,,,,,,,,,,,,
TD Paine,2011-2011,2.0,2,0,10,8,5.00,26,38.46,0,0,0,0,0,
(Pune Warriors),,,,,,,,,,,,,,,
KAJ Roach,2010-2010,2.0,1,0,10,10,10.00,9,111.11,0,0,0,1,0,
(Deccan Chargers),,,,,,,,,,,,,,,
JE Root,2023-2023,3.0,1,0,10,10,10.00,15,66.66,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
SMSM Senanayake,2013-2013,8.0,4,3,10,7*,10.00,17,58.82,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Simarjeet Singh,2022-2025,14.0,6,3,10,3*,3.33,15,66.66,0,0,2,0,0,
"(Chennai Super Kings, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
BB Sran,2015-2019,24.0,9,8,10,3*,10.00,14,71.42,0,0,0,0,0,
"(Kings XI Punjab, Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
X Thalaivan Sargunam,2013-2013,1.0,1,0,10,10,10.00,17,58.82,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
J Theron,2010-2015,10.0,4,2,10,7*,5.00,12,83.33,0,0,1,1,0,
"(Deccan Chargers, Kings XI Punjab, Rajasthan Royals)",,,,,,,,,,,,,,,
VG Arora,2022-2025,29.0,9,6,9,2*,3.00,23,39.13,0,0,2,0,0,
"(Kolkata Knight Riders, Punjab Kings)",,,,,,,,,,,,,,,
D Ferreira,2024-2025,3.0,3,0,9,7,3.00,14,64.28,0,0,0,0,0,
"(Delhi Capitals, Rajasthan Royals)",,,,,,,,,,,,,,,
SM Harwood,2009-2009,3.0,2,2,9,6*,-,14,64.28,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AA Kulkarni,2024-2024,2.0,2,0,9,9,4.50,8,112.50,0,0,1,2,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
PWA Mulder,2025-2025,1.0,1,0,9,9,9.00,11,81.81,0,0,0,1,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
AA Noffke,2008-2008,1.0,1,0,9,9,9.00,10,90.00,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
M Prasidh Krishna,2018-2025,60.0,10,7,9,4*,3.00,24,37.50,0,0,2,0,0,
"(Gujarat Titans, Kolkata Knight Riders, Rajasthan Royals)",,,,,,,,,,,,,,,
L Wood,2024-2024,2.0,1,1,9,9*,-,3,300.00,0,0,0,0,1,
(Mumbai Indians),,,,,,,,,,,,,,,
P Chopra,2018-2019,2.0,1,0,8,8,8.00,6,133.33,0,0,0,2,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Jaskaran Singh,2009-2010,8.0,5,4,8,4*,8.00,11,72.72,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
SH Johnson,2024-2025,9.0,5,5,8,5*,-,11,72.72,0,0,0,1,0,
"(Gujarat Titans, Kolkata Knight Riders)",,,,,,,,,,,,,,,
CK Langeveldt,2009-2011,7.0,2,0,8,8,4.00,9,88.88,0,0,1,0,1,
"(Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
OC McCoy,2022-2023,8.0,1,0,8,8,8.00,5,160.00,0,0,0,0,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
CJ McKay,2012-2012,2.0,1,0,8,8,8.00,15,53.33,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
TS Mills,2017-2022,10.0,5,1,8,6,2.00,14,57.14,0,0,2,0,1,
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
JPR Scantlebury-Searles,2018-2018,4.0,2,1,8,6*,8.00,6,133.33,0,0,0,0,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
TM Srivastava,2008-2009,7.0,3,2,8,7,8.00,11,72.72,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Ankit Soni,2017-2017,7.0,3,1,7,7*,3.50,9,77.77,0,0,2,0,1,
(Gujarat Lions),,,,,,,,,,,,,,,
UA Birla,2013-2013,2.0,1,0,7,7,7.00,14,50.00,0,0,0,1,0,
(Pune Warriors),,,,,,,,,,,,,,,
AN Ghosh,2009-2009,2.0,2,0,7,7,3.50,8,87.50,0,0,1,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
A Kamboj,2024-2025,7.0,4,2,7,3*,3.50,10,70.00,0,0,1,0,0,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
I Malhotra,2011-2011,1.0,1,1,7,7*,-,4,175.00,0,0,0,1,0,
(Deccan Chargers),,,,,,,,,,,,,,,
VS Malik,2009-2014,13.0,2,1,7,6,7.00,7,100.00,0,0,0,1,0,
"(Kings XI Punjab, Rajasthan Royals)",,,,,,,,,,,,,,,
Pankaj Singh,2008-2012,17.0,5,3,7,4*,3.50,12,58.33,0,0,1,0,0,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
IS Sodhi,2018-2019,8.0,2,0,7,6,3.50,17,41.17,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Suryansh Shedge,2025-2025,5.0,3,0,7,4,2.33,11,63.63,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
V Viyaskanth,2024-2024,3.0,1,1,7,7*,-,5,140.00,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
JP Behrendorff,2019-2023,17.0,2,2,6,3*,-,9,66.66,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
BA Bhatt,2011-2013,17.0,2,1,6,6*,6.00,7,85.71,0,0,1,0,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
DM Bravo,2017-2017,1.0,1,1,6,6*,-,5,120.00,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
PSP Handscomb,2016-2016,2.0,1,0,6,6,6.00,12,50.00,0,0,0,0,0,
(Rising Pune Supergiants),,,,,,,,,,,,,,,
SB Joshi,2008-2008,4.0,2,0,6,3,3.00,14,42.85,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
R Minz,2025-2025,2.0,2,0,6,3,3.00,15,40.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Mukesh Choudhary,2022-2025,16.0,2,1,6,4,6.00,6,100.00,0,0,0,1,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
SS Shaikh,2009-2009,2.0,1,0,6,6,6.00,7,85.71,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
P Awana,2012-2014,33.0,7,5,5,4*,2.50,14,35.71,0,0,2,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Fazalhaq Farooqi,2022-2025,10.0,3,3,5,2*,-,15,33.33,0,0,0,0,0,
"(Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
KMDN Kulasekara,2011-2012,5.0,1,1,5,5*,-,3,166.66,0,0,0,1,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
B Laughlin,2013-2018,9.0,4,2,5,4*,2.50,13,38.46,0,0,2,0,0,
"(Chennai Super Kings, Rajasthan Royals)",,,,,,,,,,,,,,,
Shivam Sharma,2014-2015,5.0,2,1,5,4,5.00,3,166.66,0,0,0,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
SJ Srivastava,2010-2011,14.0,4,3,5,3*,5.00,5,100.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
B Stanlake,2017-2018,6.0,1,1,5,5*,-,2,250.00,0,0,0,1,0,
"(Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
A Chandila,2012-2013,12.0,2,2,4,4*,-,7,57.14,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Dananjaya,2018-2018,1.0,1,1,4,4*,-,5,80.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
FH Edwards,2009-2009,6.0,2,1,4,3*,4.00,5,80.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
CRD Fernando,2008-2010,10.0,2,2,4,2*,-,3,133.33,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Litton Das,2023-2023,1.0,1,0,4,4,4.00,4,100.00,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
GD McGrath,2008-2008,14.0,3,2,4,4*,4.00,5,80.00,0,0,1,1,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
A Madhwal,2023-2024,13.0,1,1,4,4*,-,5,80.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
DP Nannes,2009-2013,29.0,3,2,4,3,4.00,13,30.76,0,0,0,0,0,
"(Chennai Super Kings, Delhi Daredevils, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Prince Yadav,2025-2025,5.0,1,1,4,4*,-,9,44.44,0,0,0,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
VRV Singh,2008-2010,19.0,2,0,4,4,2.00,3,133.33,0,0,1,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
RS Sodhi,2010-2010,3.0,1,1,4,4*,-,2,200.00,0,0,0,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
A Tomar,2022-2022,1.0,1,0,4,4,4.00,8,50.00,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
A Uniyal,2010-2010,2.0,2,1,4,4*,4.00,7,57.14,0,0,1,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
D Kalyankrishna,2008-2008,3.0,1,0,3,3,3.00,8,37.50,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
Kamran Khan,2009-2011,9.0,2,1,3,3,3.00,5,60.00,0,0,0,0,0,
"(Pune Warriors, Rajasthan Royals)",,,,,,,,,,,,,,,
K Kushagra,2024-2024,4.0,3,0,3,2,1.00,7,42.85,0,0,1,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
BAW Mendis,2008-2013,10.0,3,1,3,2,1.50,6,50.00,0,0,1,0,0,
"(Kolkata Knight Riders, Pune Warriors)",,,,,,,,,,,,,,,
Mohammad Asif,2008-2008,8.0,2,0,3,3,1.50,6,50.00,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
T Natarajan,2017-2024,61.0,4,4,3,3*,-,5,60.00,0,0,0,0,0,
"(Kings XI Punjab, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
R Ninan,2011-2011,2.0,1,0,3,3,3.00,6,50.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
JE Taylor,2011-2011,5.0,2,1,3,2,3.00,3,100.00,0,0,0,0,0,
(Pune Warriors),,,,,,,,,,,,,,,
RJW Topley,2023-2024,5.0,1,1,3,3*,-,6,50.00,0,0,0,0,0,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
S Tyagi,2009-2010,14.0,3,2,3,3*,3.00,4,75.00,0,0,1,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
GC Viljoen,2019-2019,6.0,3,1,3,2*,1.50,7,42.85,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Younis Khan,2008-2008,1.0,1,0,3,3,3.00,7,42.85,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
KK Ahmed,2018-2025,67.0,7,2,2,1*,0.40,9,22.22,0,0,4,0,0,
"(Chennai Super Kings, Delhi Capitals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
KP Appanna,2009-2012,13.0,3,2,2,1*,2.00,4,50.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
